ICD,SHORT_TITLE,LONG_TITLE,prevalence,AUC_WeightP2V,AUC_P2V,AUC_LR,AUC_RF
ICD_7070,NA,NA,0.008910759409495943,0.883641975308642,0.8499597423510468,0.9113798901202993,0.8570549556376496
ICD_V707,Exam-clincal trial,Examination of participant in clinical trial,0.008777763000398989,0.7261588246294445,0.7255539023180558,0.6130066427624785,0.640259043344635
ICD_27541,Hypocalcemia,Hypocalcemia,0.008777763000398989,0.5752998186859202,0.5557821303997854,0.504540982673529,0.54423087868218
ICD_53550,Gstr/ddnts NOS w/o hmrhg,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage",0.008777763000398989,0.6464367311429291,0.6039791529461506,0.5174931499052776,0.6049584928978543
ICD_27542,Hypercalcemia,Hypercalcemia,0.008644766591302035,0.6446910749567042,0.6264035579839176,0.5505280874210308,0.5946922945581384
ICD_45341,Ac DVT/emb prox low ext,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,0.008644766591302035,0.5604523908253449,0.52641575399826,0.5543633273979397,0.6065813758730314
ICD_34831,Metabolic encephalopathy,Metabolic encephalopathy,0.008644766591302035,0.6324966867494369,0.6277947166865868,0.5309067330129846,0.5974115992227074
ICD_7291,Myalgia and myositis NOS,"Myalgia and myositis, unspecified",0.008644766591302035,0.7848964558382321,0.6618866421120244,0.8648661284159004,0.8432462537909278
ICD_57420,Cholelithiasis NOS,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction",0.008644766591302035,0.6000626062069583,0.5884885885959136,0.48100104885723344,0.5477087754388532
ICD_4260,Atriovent block complete,"Atrioventricular block, complete",0.008644766591302035,0.7093714174207869,0.7044913855485361,0.5745957021245457,0.5896805457309885
ICD_4160,Prim pulm hypertension,Primary pulmonary hypertension,0.008511770182205081,0.7645260528433476,0.6909317998927038,0.6380658194742489,0.6516500972371244
ICD_V1255,Hx pulmonary embolism,Personal history of pulmonary embolism,0.008511770182205081,0.8541552105686696,0.8170072760193133,0.8505079801502146,0.8779359743830472
ICD_7455,Secundum atrial sept def,Ostium secundum type atrial septal defect,0.008511770182205081,0.7022071150751072,0.5809222438304721,0.7043345962982833,0.6679557571083691
ICD_5609,Intestinal obstruct NOS,Unspecified intestinal obstruction,0.008511770182205081,0.7090095225321889,0.6848385528433476,0.5883910608905579,0.6372120607564378
ICD_70709,"Pressure ulcer, site NEC","Pressure ulcer, other site",0.008511770182205081,0.7405286011266095,0.6793714793454936,0.6200140826180257,0.7241508516630901
ICD_3314,Obstructiv hydrocephalus,Obstructive hydrocephalus,0.008378773773108127,0.7852878554184549,0.7773940450643777,0.6970514518508584,0.6924737627414164
ICD_56722,Peritoneal abscess,Peritoneal abscess,0.008378773773108127,0.805576046137339,0.7811544393776824,0.6881353943133047,0.7433719487660945
ICD_V173,Fam hx-ischem heart dis,Family history of ischemic heart disease,0.008245777364011171,0.7020623015770032,0.6716061557625931,0.5917226792619313,0.6636670732445782
ICD_04112,MRSA elsewhere/NOS,Methicillin resistant Staphylococcus aureus in conditions classified elsewhere and of unspecified site,0.008245777364011171,0.7236455332658587,0.6685239491691104,0.5570588845924273,0.7377079386499883
ICD_53789,Gastroduodenal dis NEC,Other specified disorders of stomach and duodenum,0.008245777364011171,0.9349302329604927,0.90562634624867,0.82793622782204,0.8904519070234171
ICD_9975,Surg compl-urinary tract,"Urinary complications, not elsewhere classified",0.008245777364011171,0.6809790742134447,0.639943252104257,0.5092267234145624,0.5820789972231595
ICD_78060,Fever NOS,"Fever, unspecified",0.008112780954914217,0.6592799245668215,0.6508265642436353,0.6021163677886487,0.6415855673491985
ICD_4412,Thoracic aortic aneurysm,Thoracic aneurysm without mention of rupture,0.008112780954914217,0.7462192579520583,0.6203531172414987,0.7591142656943399,0.7820110900613327
ICD_99832,Disrup-external op wound,Disruption of external operation (surgical) wound,0.007979784545817263,0.6059544235924933,0.6222806076854335,0.57959740840035745,0.6520710455764075
ICD_V443,Colostomy status,Colostomy status,0.007979784545817263,0.7916121537086684,0.7414736371760501,0.7756438784629134,0.8454481680071493
ICD_591,Hydronephrosis,Hydronephrosis,0.007979784545817263,0.689224307417337,0.625864164432529,0.6267417336907953,0.6258069705093834
ICD_V4611,Respirator depend status,"Dependence on respirator, status",0.007979784545817263,0.8614897229669347,0.7954146559428061,0.7862229669347631,0.8527618409294012
ICD_30301,Ac alcohol intox-contin,"Acute alcoholic intoxication in alcoholism, continuous",0.007979784545817263,0.9181224307417337,0.8436702412868633,0.885686327077748,0.9281885612153709
ICD_V1051,Hx of bladder malignancy,Personal history of malignant neoplasm of bladder,0.007979784545817263,0.80547363717605,0.681449508489723,0.8177917783735479,0.8275290437890974
ICD_30393,Alcoh dep NEC/NOS-remiss,"Other and unspecified alcohol dependence, in remission",0.007846788136720309,0.8350339588918677,0.8041930294906167,0.7226809651474531,0.8208552278820376
ICD_5762,Obstruction of bile duct,Obstruction of bile duct,0.007846788136720309,0.7909615728328865,0.752597855227882,0.6689807864164432,0.753573726541555
ICD_42821,Ac systolic hrt failure,Acute systolic heart failure,0.007846788136720309,0.5884066130473637,0.5718293118856121,0.4708909740840036,0.5009883824843611
ICD_2848,NA,NA,0.007846788136720309,0.8636532618409294,0.8421617515638963,0.8482560321715817,0.7638672922252011
ICD_33394,Restless legs syndrome,Restless legs syndrome (RLS),0.007846788136720309,0.7536773905272565,0.6533762287756926,0.7462823949955317,0.8099151027703306
ICD_1976,Sec mal neo peritoneum,Secondary malignant neoplasm of retroperitoneum and peritoneum,0.007846788136720309,0.850851653261841,0.8003386952636282,0.7707068811438785,0.8207613941018767
ICD_1550,"Mal neo liver, primary","Malignant neoplasm of liver, primary",0.007713791727623354,0.9218855996820673,0.8707270862022755,0.8627778445272137,0.9170560726069558
ICD_E8790,Abn react-cardiac cath,"Cardiac catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",0.007713791727623354,0.854382203162691,0.8400493535060398,0.7415646170482167,0.7652108614682206
ICD_56409,Constipation NEC,Other constipation,0.007713791727623354,0.6629192506400244,0.6337655616040814,0.5518156360040296,0.6488447213005666
ICD_V4579,Acq absence of organ NEC,Other acquired absence of organ,0.007713791727623354,0.6162016284808547,0.6004519450272183,0.6117727520587066,0.6175057070767752
ICD_7847,Epistaxis,Epistaxis,0.007713791727623354,0.6299198698694073,0.6018549154798103,0.5222645310954814,0.5959740847882142
ICD_25063,DMI neuro uncntrld,"Diabetes with neurological manifestations, type I [juvenile type], uncontrolled",0.007713791727623354,0.942909823565837,0.8780450835959667,0.9196891838187045,0.9510171073669812
ICD_78052,Insomnia NOS,"Insomnia, unspecified",0.0075807953185264,0.7010554626198024,0.6655708463109641,0.55411417850442235,0.5948932060370243
ICD_25541,Glucocorticoid deficient,Glucocorticoid deficiency,0.0075807953185264,0.7586271592158892,0.6751273117126776,0.6949689923197072,0.788072902707049
ICD_5997,NA,NA,0.0075807953185264,0.6390234660209428,0.6063142912596236,0.6343621475244687,0.5227372711392897
ICD_7806,NA,NA,0.007447798909429445,0.6866080998315724,0.6639144082070128,0.6551724467922218,0.595796968305007
ICD_4820,K. pneumoniae pneumonia,Pneumonia due to Klebsiella pneumoniae,0.007447798909429445,0.7742104960955444,0.7559495100290919,0.5637191854233655,0.6613578510182208
ICD_44023,Ath ext ntv art ulcrtion,Atherosclerosis of native arteries of the extremities with ulceration,0.007447798909429445,0.7703959960189863,0.6668054279589649,0.6369492612157404,0.7279785829122646
ICD_27650,Volume depletion NOS,"Volume depletion, unspecified",0.007314802500332491,0.6299494717501148,0.5812011943040882,0.5917733693155719,0.5707873985607105
ICD_78097,Altered mental status,Altered mental status,0.007314802500332491,0.6339065610166896,0.6109047236257847,0.52868865793906,0.5974199969376819
ICD_34839,Encephalopathy NEC,Other encephalopathy,0.007314802500332491,0.7083448170264891,0.6735626244066758,0.5795370157709386,0.7281417470525188
ICD_49322,Ch obst asth w (ac) exac,Chronic obstructive asthma with (acute) exacerbation,0.007314802500332491,0.8993865793905986,0.8501349333945797,0.7891823610473128,0.8156025111009034
ICD_20280,Oth lymp unsp xtrndl org,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",0.007314802500332491,0.8523254478640331,0.7484965931710305,0.8794417968151891,0.8899364568978717
ICD_V454,Arthrodesis status,Arthrodesis status,0.007314802500332491,0.6857104578165671,0.6261569820854387,0.6346037168886847,0.672484114224468
ICD_99664,React-indwell urin cath,Infection and inflammatory reaction due to indwelling urinary catheter,0.007314802500332491,0.6991109707548614,0.6251693844740468,0.5418891632215588,0.6862525838309601
ICD_7100,Syst lupus erythematosus,Systemic lupus erythematosus,0.007314802500332491,0.896051523503292,0.684804203031695,0.956652407747665,0.9520723281273924
ICD_E9308,Adv eff antibiotics NEC,Other specified antibiotics causing adverse effects in therapeutic use,0.007314802500332491,0.6794020823763589,0.6462362195682132,0.5043762440667585,0.6131507426121574
ICD_42842,Chr syst/diastl hrt fail,Chronic combined systolic and diastolic heart failure,0.007181806091235536,0.6981089581411039,0.6233254953319245,0.6461722772866625,0.643282634362195
ICD_60001,BPH w urinary obs/LUTS,Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),0.007181806091235536,0.7664900635969482,0.709671498447282,0.7031103967616156,0.7378198450258455
ICD_70723,"Pressure ulcer,stage III","Pressure ulcer, stage III",0.007181806091235536,0.7787590161820004,0.7184857774999752,0.5731622863152463,0.7247651079957536
ICD_04185,Oth gram negatv bacteria,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms",0.007181806091235536,0.7070670992449722,0.6775396612792809,0.5109811391890149,0.636401067555635
ICD_29281,Drug-induced delirium,Drug-induced delirium,0.007181806091235536,0.5838656229226815,0.554151660366501,0.47371293071802045,0.5425474496730859
ICD_7245,Backache NOS,"Backache, unspecified",0.007181806091235536,0.6564107906459902,0.6015189848299947,0.5796271492494369,0.6365131807403439
ICD_452,Portal vein thrombosis,Portal vein thrombosis,0.007048809682138582,0.8318927285174271,0.8188935520036511,0.7597865880882222,0.823735750215793
ICD_28800,Neutropenia NOS,"Neutropenia, unspecified",0.007048809682138582,0.8657112242164479,0.8275609925489379,0.7416316933059499,0.8300701451518488
ICD_V5866,Long-term use of aspirin,Long-term (current) use of aspirin,0.007048809682138582,0.6180075601988273,0.5582006329930251,0.551487732039567,0.6118621702334534
ICD_5569,Ulceratve colitis unspcf,"Ulcerative colitis, unspecified",0.007048809682138582,0.7425752299312438,0.5961812066553561,0.8065293528192001,0.8858251232748956
ICD_25041,DMI renl nt st uncntrld,"Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled",0.006915813273041628,0.9674261464298958,0.8967749577685303,0.801074327386593,0.9204838078365127
ICD_78830,Urinary incontinence NOS,"Urinary incontinence, unspecified",0.006915813273041628,0.6516068559185859,0.619875571669894,0.5449631247167401,0.5642814469943553
ICD_99831,Disrup internal op wound,Disruption of internal operation (surgical) wound,0.006915813273041628,0.7820423550739566,0.7880320135140703,0.7542190268221334,0.7929576449260435
ICD_30981,Posttraumatic stress dis,Posttraumatic stress disorder,0.006915813273041628,0.7616579456965102,0.6737248156235838,0.8244061843352148,0.8028181780725969
ICD_27669,Fluid overload NEC,Other fluid overload,0.006915813273041628,0.7791943059618475,0.7654989493634379,0.5942137736393226,0.6559026204111903
ICD_34290,Unsp hemiplga unspf side,"Hemiplegia, unspecified, affecting unspecified side",0.006782816863944673,0.7420769642783569,0.7184736928845123,0.6179916361089366,0.6476391578426929
ICD_48283,Pneumo oth grm-neg bact,Pneumonia due to other gram-negative bacteria,0.006782816863944673,0.7078313625314161,0.6834895554365292,0.5314078529932842,0.6134841992501339
ICD_340,Multiple sclerosis,Multiple sclerosis,0.006782816863944673,0.8624170821144576,0.6923890651394669,0.9190118866136542,0.9371873841209675
ICD_25001,DMI wo cmp nt st uncntrl,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",0.006782816863944673,0.6856588109266203,0.5747455811462239,0.7025730295414281,0.8150570639858267
ICD_V1272,Prsnl hst colonic polyps,Personal history of colonic polyps,0.006782816863944673,0.6863303942977216,0.6415464958180545,0.641332248362243,0.6389662560257097
ICD_3441,Paraplegia NOS,Paraplegia,0.006782816863944673,0.7937157513081455,0.6817024432450249,0.7859230151209262,0.8577360842157307
ICD_56081,Intestinal adhes w obstr,Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection),0.006782816863944673,0.7202741955420049,0.6918060648510569,0.6431131803386758,0.6166263235960612
ICD_3963,Mitral/aortic val insuff,Mitral valve insufficiency and aortic valve insufficiency,0.006649820454847719,0.7950511378848728,0.7514923694779116,0.6773488621151271,0.6982243641231594
ICD_0416,Proteus infection NOS,Proteus (mirabilis) (morganii) infection in conditions classified elsewhere and of unspecified site,0.006649820454847719,0.6461718875502008,0.6140433734939759,0.5039004016064257,0.5891689424364124
ICD_725,Polymyalgia rheumatica,Polymyalgia rheumatica,0.006649820454847719,0.8182993306559572,0.6661301204819278,0.8929836680053548,0.8728128514056225
ICD_58881,Sec hyperparathyrd-renal,Secondary hyperparathyroidism (of renal origin),0.006649820454847719,0.8416995983935743,0.7547277108433735,0.7310929049531459,0.8306543507362785
ICD_4263,Left bb block NEC,Other left bundle branch block,0.006649820454847719,0.7774243641231593,0.7182907630522088,0.6834072289156626,0.6611336010709504
ICD_4401,Renal artery atheroscler,Atherosclerosis of renal artery,0.006649820454847719,0.7691084337349398,0.7113638554216868,0.7089686746987952,0.6512631860776439
ICD_04119,Other staphylococcus,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus",0.006649820454847719,0.6464937081659974,0.6371078982597055,0.5053226238286479,0.5753145917001339
ICD_41189,Ac ischemic hrt dis NEC,"Other acute and subacute forms of ischemic heart disease, other",0.006649820454847719,0.7196819277108434,0.7000663989290495,0.6031892904953146,0.5538425702811245
ICD_V4572,Acquire absnce intestine,Acquired absence of intestine (large) (small),0.006649820454847719,0.7639282463186078,0.721742436412316,0.7805370816599733,0.7980931726907631
ICD_V1259,Hx-circulatory dis NEC,Personal history of other diseases of circulatory system,0.006649820454847719,0.6308380187416333,0.5846800535475235,0.6456926372155287,0.6791641231593039
ICD_78701,Nausea with vomiting,Nausea with vomiting,0.006649820454847719,0.6664921017402945,0.6333740294511379,0.586085140562249,0.5640053547523427
ICD_56723,Spontan bact peritonitis,Spontaneous bacterial peritonitis,0.006516824045750764,0.9058484605087015,0.8565429718875502,0.7411855421686747,0.8516781793842034
ICD_3453,Grand mal status,Grand mal status,0.006516824045750764,0.7969617135207496,0.7394506024096386,0.6396337349397591,0.7153922356091031
ICD_585,NA,NA,0.006516824045750764,0.9333097724230255,0.8965461847389559,0.8876010709504686,0.8445054886211513
ICD_79029,Abnormal glucose NEC,Other abnormal glucose,0.006516824045750764,0.583118607764391,0.5676497991967872,0.5932626506024097,0.5606211512717537
ICD_56981,Intestinal fistula,"Fistula of intestine, excluding rectum and anus",0.006516824045750764,0.8449392235609103,0.8022618473895582,0.7624503346720214,0.8330966532797858
ICD_45620,Bleed esoph var oth dis,"Esophageal varices in diseases classified elsewhere, with bleeding",0.006516824045750764,0.9607250334672022,0.9186452476572958,0.8745124497991967,0.9180439089692102
ICD_99673,Comp-ren dialys dev/grft,"Other complications due to renal dialysis device, implant, and graft",0.006516824045750764,0.8401135207496653,0.749140562248996,0.6517210174029451,0.7231068273092369
ICD_59654,Neurogenic bladder NOS,Neurogenic bladder NOS,0.006516824045750764,0.8102211512717536,0.7290174029451137,0.8430800535475235,0.828891030789826
ICD_0388,Septicemia NEC,Other specified septicemias,0.00638382763665381,0.6370204318344039,0.6357189061384725,0.5758576463240542,0.6577466987865811
ICD_E8792,Abn react-radiotherapy,"Radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",0.00638382763665381,0.7737921573875803,0.7147807369735903,0.6651666220556745,0.6834822225196289
ICD_78550,Shock NOS,"Shock, unspecified",0.00638382763665381,0.5950314507494647,0.6078816470378301,0.5171601757673091,0.6081537740899358
ICD_30501,Alcohol abuse-continuous,"Alcohol abuse, continuous",0.00638382763665381,0.8521881691648823,0.7964567719486082,0.7440700838686652,0.7273537874732334
ICD_23875,Myelodysplastic synd NOS,"Myelodysplastic syndrome, unspecified",0.006250831227556856,0.792593460028551,0.6860367594575303,0.8136944593147751,0.8542201998572448
ICD_1623,Mal neo upper lobe lung,"Malignant neoplasm of upper lobe, bronchus or lung",0.006250831227556856,0.818502408993576,0.7676269182726624,0.7385767978229836,0.7699857244825125
ICD_04149,E.coli infection NEC/NOS,Other and unspecified Escherichia coli [E. coli],0.006250831227556856,0.8361282119914347,0.8041755888650963,0.5496408815132049,0.7380074500356888
ICD_7843,Aphasia,Aphasia,0.006250831227556856,0.7612776588151321,0.749710028551035,0.6305284172019986,0.5765792291220557
ICD_73313,Path fx vertebrae,Pathologic fracture of vertebrae,0.006250831227556856,0.6579887134189865,0.6205489382583869,0.5749247189507495,0.626864181834404
ICD_1629,Mal neo bronch/lung NOS,"Malignant neoplasm of bronchus and lung, unspecified",0.006250831227556856,0.7462437544610993,0.6391572983583155,0.7692184154175589,0.7540835786937902
ICD_5559,Regional enteritis NOS,Regional enteritis of unspecified site,0.006250831227556856,0.8434722965738758,0.6851902658815132,0.8726975151677373,0.9335619646680942
ICD_7823,Edema,Edema,0.006117834818459901,0.6924829263184838,0.6829088666798525,0.523459296575956,0.5237199101813824
ICD_99659,Malfunc oth device/graft,"Mechanical complication due to other implant and internal device, not elsewhere classified",0.006117834818459901,0.7927865877069493,0.7260683412642086,0.5754470570441298,0.7257129061907366
ICD_261,Nutritional marasmus,Nutritional marasmus,0.006117834818459901,0.7696676013077218,0.7268420379053181,0.6129771614059174,0.6777029935661016
ICD_51189,Effusion NEC exc tb,"Other specified forms of effusion, except tuberculous",0.006117834818459901,0.7262812532722133,0.7244837174669289,0.59446196088469,0.7101261183697688
ICD_5718,Chronic liver dis NEC,Other chronic nonalcoholic liver disease,0.006117834818459901,0.7252899908087166,0.6482216611790439,0.7855022047445638,0.7478179427813522
ICD_99661,React-cardiac dev/graft,"Infection and inflammatory reaction due to cardiac device, implant, and graft",0.005984838409362947,0.7774534327698339,0.7551349024444161,0.7313469302276879,0.7719549510767763
ICD_E9478,Adv eff medicinal NEC,Other drugs and medicinal substances causing adverse effects in therapeutic use,0.005984838409362947,0.5870717036451001,0.558974299310072,0.47141510860839314,0.5711387883794254
ICD_2752,Dis magnesium metabolism,Disorders of magnesium metabolism,0.005984838409362947,0.6829111935870438,0.6810112738653419,0.5929529615711278,0.6218287163616479
ICD_7885,Oliguria & anuria,Oliguria and anuria,0.005984838409362947,0.5822014868936952,0.584232876871706,0.5154047073332481,0.5988109504252423
ICD_5728,"Oth sequela, chr liv dis",Other sequelae of chronic liver disease,0.005984838409362947,0.920660608951612,0.8651243150166956,0.7000477015974218,0.866626333608684
ICD_V1087,Hx of thyroid malignancy,Personal history of malignant neoplasm of thyroid,0.005851842000265992,0.6987158908507223,0.5722335716717739,0.8972518118585534,0.8216924461306484
ICD_135,Sarcoidosis,Sarcoidosis,0.005851842000265992,0.8420047181283137,0.6645739092368306,0.9262512768130746,0.9009965222043874
ICD_25053,DMI ophth uncntrld,"Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled",0.005851842000265992,0.9405005107252299,0.857521037015419,0.863211975290627,0.9339109392480179
ICD_E912,Resp obstr-inhal obj NEC,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation,0.005851842000265992,0.7423391215526047,0.7312223357167177,0.5080572985067366,0.6311840313244808
ICD_41091,"AMI NOS, initial","Acute myocardial infarction of unspecified site, initial episode of care",0.005851842000265992,0.7047132642638261,0.6984009436256627,0.5924953791526826,0.5512895812053116
ICD_2554,NA,NA,0.005851842000265992,0.8050452356632132,0.7533112019067075,0.7730732282698575,0.7358425750279682
ICD_4370,Cerebral atherosclerosis,Cerebral atherosclerosis,0.005851842000265992,0.7771766622890218,0.7244296901600272,0.6942117807286347,0.7385445546962401
ICD_V550,Atten to tracheostomy,Attention to tracheostomy,0.005718845591169038,0.7811153266209446,0.7660051558927963,0.6770094605768763,0.8304823921396955
ICD_53019,Other esophagitis,Other esophagitis,0.005718845591169038,0.5727066005155893,0.5231589571477212,0.5598107884624738,0.6451122379493166
ICD_78061,Fever in other diseases,Fever presenting with conditions classified elsewhere,0.005718845591169038,0.8145118926017803,0.771820127438105,0.7462400894985165,0.7702283671384795
ICD_5768,Dis of biliary tract NEC,Other specified disorders of biliary tract,0.005718845591169038,0.7498115180699451,0.7265419037890948,0.5286595894741962,0.6259284255070772
ICD_4940,Bronchiectas w/o ac exac,Bronchiectasis without acute exacerbation,0.005718845591169038,0.7563025925385476,0.7076110219368646,0.680500632326475,0.6895380368694976
ICD_6961,Other psoriasis,Other psoriasis,0.005718845591169038,0.7377742108079186,0.5844168004280363,0.7629049321465051,0.7907978257697359
ICD_30401,Opioid dependence-contin,"Opioid type dependence, continuous",0.005718845591169038,0.9217921591517098,0.8331716036772217,0.802504985651053,0.9062618561214066
ICD_85221,Subdural hem w/o coma,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",0.005718845591169038,0.7992606644292037,0.7760019942604213,0.7548202733595992,0.7118330171700958
ICD_55321,Incisional hernia,Incisional hernia without mention of obstruction or gangrene,0.005718845591169038,0.7337905540152732,0.7147952235030887,0.6484325599494138,0.7776089547156964
ICD_V4987,Physical restrain status,Physical restraints status,0.005718845591169038,0.7672600807432268,0.776534607714383,0.5950161729656112,0.6438141446568413
ICD_56212,Dvrtclo colon w hmrhg,Diverticulosis of colon with hemorrhage,0.005585849182072084,0.7090373030731415,0.6357684127408653,0.6468759153835377,0.5948789464970262
ICD_4580,Orthostatic hypotension,Orthostatic hypotension,0.005585849182072084,0.6021128644022467,0.5859982934066914,0.48865943274876145,0.5756925075459443
ICD_3694,Legal blindness-usa def,"Legal blindness, as defined in U.S.A.",0.005585849182072084,0.7811510589793553,0.649995542480164,0.7479157910824131,0.8134941861205568
ICD_E9289,Accident NOS,Unspecified accident,0.005585849182072084,0.5585947350322852,0.556306116990792,0.5600154102828615,0.5891593117589373
ICD_E8796,Abn react-urinary cath,"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",0.005585849182072084,0.7373591105337561,0.6853793349380405,0.5307511557712146,0.7248716871075791
ICD_70724,"Pressure ulcer, stage IV","Pressure ulcer, stage IV",0.005585849182072084,0.8552477744240248,0.7825609088246157,0.7607598160954673,0.8611387052815243
ICD_V0254,Meth resis Staph carrier,Carrier or suspected carrier of Methicillin resistant Staphylococcus aureus,0.005585849182072084,0.6743603459035392,0.6408525325080554,0.47425336542747615,0.6481622282504871
ICD_99702,Iatrogen CV infarc/hmrhg,Iatrogenic cerebrovascular infarction or hemorrhage,0.005585849182072084,0.630460143404781,0.6138870846546696,0.6088169742355354,0.5452387320266432
ICD_4588,Hypotension NEC,Other specified hypotension,0.005585849182072084,0.5949566346998816,0.5947299379767954,0.44172684318445216,0.5097422279957717
ICD_79001,"Drop, hematocrit, precip",Precipitous drop in hematocrit,0.005585849182072084,0.6848176874387091,0.6336402654134669,0.6216826500592213,0.6420605203836014
ICD_25043,DMI renal uncntrld,"Diabetes with renal manifestations, type I [juvenile type], uncontrolled",0.005585849182072084,0.9264725735172379,0.862741502056827,0.8646505941237153,0.9198034870540888
ICD_53085,Barrett's esophagus,Barrett's esophagus,0.005585849182072084,0.7177371082158459,0.6135253887594085,0.7031113488455023,0.7402978896827519
ICD_E8791,Abn react-renal dialysis,"Kidney dialysis as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",0.005585849182072084,0.898182605484023,0.8418777620703269,0.6988856200410092,0.7707809574752608
ICD_72888,Rhabdomyolysis,Rhabdomyolysis,0.0054528527729751294,0.6145417032820082,0.6258790865905067,0.5549930590048269,0.5452584724716311
ICD_7793,NA,NA,0.0054528527729751294,0.9969039340796495,0.9837020339026223,0.9919229740572345,0.9968523542072619
ICD_25051,DMI ophth nt st uncntrld,"Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled",0.0054528527729751294,0.9720360677033585,0.8547676358588367,0.8286217348667202,0.9356455125511023
ICD_4233,Cardiac tamponade,Cardiac tamponade,0.0054528527729751294,0.6296450540633477,0.6745399202740737,0.6816789566856429,0.6901501547396172
ICD_20300,Mult mye w/o achv rmson,"Multiple myeloma, without mention of having achieved remission",0.0054528527729751294,0.7631592353443115,0.6849832524611877,0.8286580318139558,0.7964479934792853
ICD_V4573,Acquired absence kidney,Acquired absence of kidney,0.0054528527729751294,0.8231001413670577,0.7247825367108598,0.8052528687324086,0.8454737070008533
ICD_7802,Syncope and collapse,Syncope and collapse,0.0054528527729751294,0.4890001146219386,0.4681198181331907,0.5190730905895388,0.4781377755702442
ICD_5589,Noninf gastroenterit NEC,Other and unspecified noninfectious gastroenteritis and colitis,0.0054528527729751294,0.5922018874412562,0.5665558654593156,0.5615895515735045,0.5424483246093302
ICD_V053,Need prphyl vc vrl hepat,Need for prophylactic vaccination and inoculation against viral hepatitis,0.005319856363878175,0.96877941176470594,0.9154284759358289,0.9819197860962566,0.9766604278074866
ICD_4430,Raynaud's syndrome,Raynaud's syndrome,0.005319856363878175,0.6615133689839572,0.5810588235294117,0.7396323529411765,0.7472874331550802
ICD_51902,Tracheostomy - mech comp,Mechanical complication of tracheostomy,0.005319856363878175,0.8363890374331551,0.7530748663101604,0.6786283422459893,0.8095407754010695
ICD_5672,NA,NA,0.005319856363878175,0.7758957219251337,0.7848756684491979,0.7587720588235294,0.6476256684491979
ICD_E8786,Abn reac-organ rem NEC,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",0.005319856363878175,0.690581550802139,0.6603034759358288,0.546225935828877,0.5770608288770054
ICD_3383,Neoplasm related pain,Neoplasm related pain (acute) (chronic),0.005319856363878175,0.908183155080214,0.8421470588235295,0.7985100267379679,0.8241223262032086
ICD_185,Malign neopl prostate,Malignant neoplasm of prostate,0.005319856363878175,0.6922112299465241,0.6011938502673797,0.833418449197861,0.7452299465240642
ICD_3962,Mitral insuf/aort stenos,Mitral valve insufficiency and aortic valve stenosis,0.005319856363878175,0.8539545454545454,0.7445213903743315,0.7710775401069518,0.7200340909090909
ICD_V4586,Bariatric surgery status,Bariatric surgery status,0.005319856363878175,0.8130548128342245,0.7067967914438503,0.9162586898395721,0.9105601604278075
ICD_7837,Failure to thrive-adult,Adult failure to thrive,0.005319856363878175,0.614086898395722,0.5900735294117647,0.5490508021390375,0.6216209893048128
ICD_V452,Ventricular shunt status,Presence of cerebrospinal fluid drainage device,0.0051868599547812205,0.8971737967914438,0.8641858288770053,0.8835113636363636,0.8735360962566845
ICD_29420,Demen NOS w/o behv dstrb,"Dementia, unspecified, without behavioral disturbance",0.0051868599547812205,0.7147566844919786,0.6685561497326203,0.6280855614973262,0.6348068181818182
ICD_V600,Lack of housing,Lack of housing,0.0051868599547812205,0.9055347593582888,0.8441684491978609,0.9297901069518717,0.9566129679144385
ICD_70725,"Pressure ulcer,unstagebl","Pressure ulcer, unstageable",0.0051868599547812205,0.6521965240641712,0.6380668449197862,0.5608516042780749,0.6202185828877005
ICD_5184,Acute lung edema NOS,"Acute edema of lung, unspecified",0.0051868599547812205,0.697451871657754,0.6966042780748664,0.6024939839572192,0.5979451871657754
ICD_56969,Colstmy/enteros comp NEC,Other colostomy and enterostomy complication,0.0051868599547812205,0.7979919786096257,0.7721978609625668,0.679340909090909,0.766956550802139
ICD_2113,Benign neoplasm lg bowel,Benign neoplasm of colon,0.0050538635456842665,0.6614654117249821,0.6185891754245276,0.5491636066911465,0.5761765078293166
