ICD,NAME,prevalence,AUC_WeightP2V,AUC_P2V,AUC_LR,AUC_RF
ICD_Z98.890,Other specified postprocedural states-Z98.890,8.083916520869783e-4,0.6061501511956451,0.6187054703420226,0.6855745329290225,0.6421310468487027
ICD_R20.0,Anesthesia of skin,8.044863784053987e-4,0.7796183061796945,0.7315414868699545,0.7128620722340904,0.6043071676514741
ICD_789.09,"Abdominal pain, other specified site",8.044863784053987e-4,0.6804511634828998,0.6486308053003005,0.6824627616941952,0.556699920093723
ICD_R09.81,Nasal congestion,7.966758310422394e-4,0.8150109894657465,0.8260675875133919,0.7829492614680517,0.6507179094572246
ICD_L85.3,Xerosis cutis,7.966758310422394e-4,0.7803763623795489,0.7765893725582158,0.6759087537148839,0.5698116770353886
ICD_706.8,Other specified disease of sebaceous glands,7.966758310422394e-4,0.834185039919196,0.8264758147455027,0.7673389092993564,0.6110995443280103
ICD_K63.5,Polyp of colon,7.927705573606598e-4,0.8412635809652905,0.7819005680298555,0.7797639996192801,0.6849800160349919
ICD_416.8,Other chronic pulmonary heart diseases,7.927705573606598e-4,0.8865685255271646,0.8751435554797385,0.7920529540970386,0.6281531818392911
ICD_V13.09,Personal history of other disorder of urinary system,7.888652836790803e-4,0.6665098164380227,0.6556557522383469,0.6063021983307678,0.5378838731986635
ICD_D18.01,Hemangioma of skin and subcutaneous tissue-D18.01,7.849600099975007e-4,0.7866879620144737,0.7931818048140055,0.7367345368811339,0.6036551905823732
ICD_B18.2,Chronic viral hepatitis C,7.732441889527618e-4,0.8493908703948334,0.7805604211863738,0.8499316206154942,0.7661688208482234
ICD_840.4,Rotator cuff (capsule) sprain and strain,7.732441889527618e-4,0.8998716026152263,0.860621180578502,0.818590886470167,0.7522403969817851
ICD_414.8,Other specified forms of chronic ischemic heart disease,7.732441889527618e-4,0.9114143474879173,0.9090539500355576,0.8745757781831353,0.7728014198088378
ICD_585.3,"Chronic kidney disease, Stage III (moderate)",7.693389152711822e-4,0.8316565849215496,0.7983294021712268,0.7235348308542299,0.6298446026383869
ICD_N18.3,"Chronic kidney disease, stage 3 (moderate)",7.693389152711822e-4,0.8352026210484478,0.8104000673958621,0.7235348308542299,0.6298446026383869
ICD_070.54,Chronic hepatitis C without mention of hepatic coma,7.693389152711822e-4,0.8672219087714578,0.7956566935634267,0.8517136124324206,0.7688334483705535
ICD_Z12.11,Encounter for screening for malignant neoplasm of colon,7.693389152711822e-4,0.8061015678380883,0.7572976785852175,0.7996338389759998,0.6469048987222421
ICD_V76.51,"Special screening for malignant neoplasms, colon",7.693389152711822e-4,0.8068975196017264,0.7593402327241651,0.7996338389759998,0.6469048987222421
ICD_H61.23,"Impacted cerumen, bilateral",7.693389152711822e-4,0.7995869713755499,0.784522440785045,0.741537279402116,0.6409270136606107
ICD_787.02,Nausea alone,7.693389152711822e-4,0.7323675338909756,0.7015283685574616,0.61533600105989,0.5700288248375543
ICD_R11.0,Nausea,7.654336415896026e-4,0.7224678748576674,0.6979009664741035,0.6211945780078567,0.5598017057902623
ICD_J30.2,Other seasonal allergic rhinitis,7.654336415896026e-4,0.7229467330571918,0.7027915302628939,0.7067184993027336,0.5676346668546888
ICD_041.86,Helicobacter pylori [H. pylori] infection,7.61528367908023e-4,0.8602465856784736,0.7681692313459562,0.7901713401974695,0.6700619893871489
ICD_Z88.9,"Allergy status to unspecified drugs, medicaments and biological substances status",7.61528367908023e-4,0.7101167206242328,0.6934932519144369,0.6722708358756798,0.6128743390896046
ICD_I25.5,Ischemic cardiomyopathy,7.576230942264434e-4,0.910949173206916,0.9142171342647825,0.873073512282131,0.7926373452369296
ICD_V12.72,Personal history of colonic polyps,7.576230942264434e-4,0.7919031934306201,0.7721345448054928,0.757965848475728,0.6504122220570288
ICD_Z86.010,Personal history of colonic polyps-Z86.010,7.576230942264434e-4,0.7948672227641372,0.7788405436233525,0.757965848475728,0.6504122220570288
ICD_553.1,Umbilical hernia without mention of obstruction or gangrene,7.576230942264434e-4,0.8058651320600546,0.761375795295533,0.7987878509504062,0.7146764203310395
ICD_L72.0,Epidermal cyst,7.576230942264434e-4,0.8699402845920066,0.8479250940494508,0.8054683213406937,0.6556653890365557
ICD_K42.9,Umbilical hernia w/out obstruction or gangrene,7.576230942264434e-4,0.8011503264181755,0.7586792906674983,0.7987878509504062,0.7146764203310395
ICD_M25.512,Pain in left shoulder,7.537178205448638e-4,0.8079304713568124,0.7554878518511833,0.7346446821993471,0.6020557878810538
ICD_V45.01,Cardiac pacemaker in situ,7.498125468632841e-4,0.9413075922726989,0.8997504367418084,0.8728951064073703,0.7834215854672127
ICD_Z95.0,Presence of cardiac pacemaker,7.498125468632841e-4,0.9406655150491913,0.8982559720615516,0.8728951064073703,0.7834215854672127
ICD_B37.3,Candidiasis of vulva and vagina-B37.3,7.459072731817046e-4,0.8939120100778769,0.8855721305538403,0.8184042894810205,0.6329117146850924
ICD_719.42,"Pain in joint, upper arm",7.459072731817046e-4,0.8027020379170998,0.7917281145537778,0.777294252574835,0.6377577521879259
ICD_112.1,Candidiasis of vulva and vagina,7.459072731817046e-4,0.8939620102732855,0.8834399694771645,0.8184042894810205,0.6329117146850924
ICD_715.90,"Osteoarthrosis, unspecified whether generalized or localized, unspecified site",7.459072731817046e-4,0.7147235390595893,0.6532043766332908,0.691366233966718,0.5879748105187189
ICD_J20.9,"Acute bronchitis, unspecified",7.42001999500125e-4,0.7970667635345193,0.7812912605422981,0.698826881487311,0.5757623797568128
ICD_611.72,Lump or mass in breast,7.42001999500125e-4,0.7794436735514971,0.7275136652373722,0.720513501094083,0.6073871556024902
ICD_381.81,Dysfunction of Eustachian tube,7.380967258185454e-4,0.8692899192125133,0.8564078653229237,0.804163505184666,0.7247994628977359
ICD_535.50,Unspecified gastritis and gastroduodenitis without mention of hemorrhage,7.380967258185454e-4,0.8436771018198782,0.7853178143031452,0.729091632377854,0.635438999647033
ICD_466.0,Acute bronchitis,7.380967258185454e-4,0.7925486193559216,0.7761052845498354,0.710023185572617,0.5565518166282847
ICD_724.02,Spinal stenosis of lumbar region,7.341914521369658e-4,0.8837083737036191,0.8522467498386019,0.736458783393419,0.6637274437784525
ICD_V13.4,Personal history of arthritis,7.341914521369658e-4,0.5852852927764546,0.594487597549744,0.6344251105006646,0.5280748520809447
ICD_R76.8,Other specified abnormal immunological findings in serum,7.341914521369658e-4,0.870870797457412,0.8390219348268094,0.7852706829737675,0.6904330488537832
ICD_H61.20,"Impacted cerumen, unspecified ear",7.341914521369658e-4,0.8246891695877957,0.8119597241749079,0.7864416956617617,0.7010966332428973
ICD_E10.65,Type 1 diabetes mellitus with hyperglycemia,7.302861784553861e-4,0.9874155369588532,0.9775727229050147,0.9602514279993475,0.9389254403652805
ICD_461.9,"Acute sinusitis, unspecified",7.263809047738065e-4,0.8190652013514169,0.7912730924271958,0.757155993443448,0.5700784320350247
ICD_V17.0,Family history of psychiatric condition,7.22475631092227e-4,0.5794896213110649,0.5501732246802516,0.675306561711555,0.5541477523906535
ICD_427.69,Other premature beats,7.22475631092227e-4,0.826493836996845,0.78883587064501,0.7521320729979275,0.5561769798006794
ICD_N95.2,Postmenopausal atrophic vaginitis-N95.2,7.22475631092227e-4,0.7892451770907398,0.7648947507316097,0.7443421731624871,0.6378656914111286
ICD_785.6,Enlargement of lymph nodes,7.22475631092227e-4,0.6385363686943308,0.5938875413710392,0.6290299468332771,0.5470411617676969
ICD_627.3,Postmenopausal atrophic vaginitis,7.22475631092227e-4,0.787403974645373,0.7653915898077224,0.7443421731624871,0.6378656914111286
ICD_389.00,Unspecified conductive hearing loss,7.185703574106474e-4,0.9045191445038775,0.9145288212545283,0.8996907772665176,0.8278279815266667
ICD_R09.89,Other specified symptoms and signs involving the circulatory and respiratory systems-R09.89,7.185703574106474e-4,0.7878753033011398,0.7535640602592247,0.7170633313169896,0.5938219851696788
ICD_I49.3,Ventricular premature depolarization,7.185703574106474e-4,0.8304996652642882,0.7957086287050316,0.7615252479083265,0.5514844339398223
ICD_M51.36,"Other intervertebral disc degeneration, lumbar region",7.185703574106474e-4,0.8464282000394207,0.7983208076476066,0.7719588665882785,0.6402483586055964
ICD_162.9,"Malignant neoplasm of bronchus and lung, unspecified site",7.185703574106474e-4,0.758924869673964,0.6641036899089927,0.7931624113884905,0.660389686741747
ICD_704.8,Other specified disease of hair and hair follicles,7.185703574106474e-4,0.8482300466930831,0.8231957150430569,0.7799924981818923,0.6093062559895603
ICD_R03.0,"Elevated blood-pressure reading, w/out diagnosis of hypertension",7.185703574106474e-4,0.7450398199563654,0.6974607407684309,0.7655920319307284,0.5841341219729358
ICD_599.71,Gross hematuria,7.146650837290677e-4,0.8581665529933464,0.7933725565758402,0.7968986468966844,0.7026480701192771
ICD_R31.0,Gross hematuria-R31.0,7.146650837290677e-4,0.8558374478317621,0.7934808265902455,0.7968986468966844,0.7026480701192771
ICD_M48.061,"Spinal stenosis, lumbar region without neurogenic claudication",7.146650837290677e-4,0.8967496396946555,0.8620877473074375,0.7551431570190471,0.6539340993793674
ICD_S83.209A,"Unspecified tear of unspecified meniscus, current injury, unspecified knee, initial encounter",7.107598100474881e-4,0.8883772319160506,0.8646006559857475,0.8322763986937317,0.6986150553083749
ICD_M79.643,Pain in unspecified hand,7.068545363659085e-4,0.7792581236587114,0.7430578089900283,0.7246086782798731,0.6168592275929976
ICD_V19.8,Family history of other condition,7.02949262684329e-4,0.5147325871618911,0.4826340234029656,0.6851103885614837,0.5470699917844718
ICD_R14.0,Abdominal distension (gaseous),7.02949262684329e-4,0.7722917415703991,0.7078872110452827,0.6809652898275087,0.5634141772574031
ICD_J01.90,"Acute sinusitis, unspecified-J01.90",7.02949262684329e-4,0.8144072661396917,0.7761936658798518,0.7668864450732016,0.5690649756226346
ICD_719.40,"Pain in joint, site unspecified",7.02949262684329e-4,0.7405690425696366,0.6924789097142976,0.6721937718306386,0.5956039542223125
ICD_C67.9,"Malignant neoplasm of bladder, unspecified",6.990439890027493e-4,0.9442450500960932,0.9232645700733052,0.8119749159130759,0.8070698844190164
ICD_K64.8,Other hemorrhoids,6.990439890027493e-4,0.8187657785107431,0.7773686893555899,0.7705712179121432,0.6860319222014665
ICD_695.3,Rosacea,6.990439890027493e-4,0.7855380911812291,0.7785565620801624,0.7501371965119884,0.5763362591153873
ICD_188.9,"Malignant neoplasm of bladder, part unspecified",6.990439890027493e-4,0.9464346015196003,0.9304622284055314,0.8119749159130759,0.8070698844190164
ICD_Z87.42,Personal history of other diseases of the female genital tract,6.951387153211697e-4,0.739048489552976,0.7109610169626976,0.7003951373359993,0.5424663915031686
ICD_G56.00,"Carpal tunnel syndrome, unspecified upper limb",6.951387153211697e-4,0.8564048140468451,0.8040170188146459,0.7704649639011474,0.666848518480886
ICD_V19.4,Family history of skin conditions,6.951387153211697e-4,0.6093886085332768,0.5831057755968753,0.716750621128949,0.5397877847113625
ICD_N89.8,Other specified noninflammatory disorders of vagina,6.951387153211697e-4,0.9006444758976676,0.8710870544792286,0.7898375918278917,0.6309231103352116
ICD_783.41,Failure to thrive,6.951387153211697e-4,0.8996432751347225,0.8936448437756735,0.8807897512647618,0.6733672394668027
ICD_845.00,Unspecified site of ankle sprain and strain,6.912334416395901e-4,0.8166081526538647,0.8174156776454867,0.7967663609149228,0.6429739889712984
ICD_C34.90,Malignant neoplasm of unspecified part of unspecified bronchus or lung,6.912334416395901e-4,0.7798220622505492,0.6805193125222622,0.8243736199193888,0.6686395189046893
ICD_054.9,Herpes simplex without mention of complication,6.873281679580105e-4,0.8070483073560591,0.7840724528629003,0.673457039798662,0.5904661680820587
ICD_V72.81,Pre-operative cardiovascular examination,6.873281679580105e-4,0.8240977942054194,0.7731923643440596,0.7485164496683208,0.5806019981042843
ICD_Z01.810,Encounter for preprocedural cardiovascular examination,6.873281679580105e-4,0.814561741855812,0.7676255378773669,0.7485164496683208,0.5806019981042843
ICD_788.20,Unspecified retention of urine,6.873281679580105e-4,0.8964881563951274,0.8765113590178658,0.7492481174292163,0.6614178060145632
ICD_R60.0,Localized edema,6.83422894276431e-4,0.729327534203262,0.7053870537411316,0.6185288067671123,0.5344398338774828
ICD_R00.0,"Tachycardia, unspecified",6.795176205948513e-4,0.7519402598907666,0.7148729047098632,0.7198783331379369,0.5529151310077112
ICD_B07.9,"Viral wart, unspecified",6.756123469132717e-4,0.8731507149837459,0.8744822034295718,0.8497653014894394,0.7241646305167176
ICD_V10.3,Personal history of malignant neoplasm of breast,6.756123469132717e-4,0.6925936426843867,0.6460355760718737,0.7125728508668617,0.6003845372266425
ICD_274.9,"Gout, unspecified",6.756123469132717e-4,0.7717795007268692,0.7311647460467787,0.7056954703052707,0.5820672370581627
ICD_Z85.3,Personal history of malignant neoplasm of breast-Z85.3,6.756123469132717e-4,0.6990320359648853,0.6436234413548388,0.7125728508668617,0.6003845372266425
ICD_R31.9,"Hematuria, unspecified-R31.9",6.756123469132717e-4,0.7472296142895054,0.7344612786536562,0.682570134203528,0.587543712316852
ICD_599.70,"Hematuria, unspecified",6.756123469132717e-4,0.7372235610892598,0.7182718248054001,0.682570134203528,0.587543712316852
ICD_Z72.0,Tobacco use,6.717070732316921e-4,0.6498423844507075,0.6145007759450843,0.6478781837104971,0.5383966673440358
ICD_W57.XXXA,"Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter",6.717070732316921e-4,0.8190998818905796,0.7991821949594288,0.7290197463392077,0.5595724976997927
ICD_709.00,"Dyschromia, unspecified",6.717070732316921e-4,0.8396324266887302,0.826683159210699,0.7548434859328372,0.6021496350749717
ICD_R74.8,Abnormal levels of other serum enzymes,6.717070732316921e-4,0.7178468369104845,0.693476326677061,0.6502031652888446,0.5696754063033133
ICD_078.10,"Viral warts, unspecified",6.717070732316921e-4,0.8805536692623596,0.8741662725444855,0.8508733335538722,0.7232385464943604
ICD_M79.609,Pain in unspecified limb,6.717070732316921e-4,0.7508522309011906,0.7158719757862965,0.7124346063146553,0.6288785894049053
ICD_E04.2,Nontoxic multinodular goiter-E04.2,6.678017995501125e-4,0.7413473165942076,0.6950990880853464,0.7142774142854572,0.6227166099480509
ICD_250.03,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",6.678017995501125e-4,0.9868219780683172,0.970342425579196,0.956856636314346,0.9270849521449743
ICD_241.1,Nontoxic multinodular goiter,6.678017995501125e-4,0.7482215746672722,0.6988139438550227,0.7142774142854572,0.6227166099480509
ICD_V72.62,Laboratory examination ordered as part of a routine general medical examination,6.678017995501125e-4,0.8956099645910798,0.8832208867007251,0.9099447518331082,0.8582586521562979
ICD_R94.5,Abnormal results of liver function studies,6.678017995501125e-4,0.7601841496506275,0.7165619630657389,0.6946392228904374,0.5408456190344803
ICD_579.0,Celiac disease,6.638965258685328e-4,0.8085039255684454,0.7742017076004356,0.8185821151129213,0.6664724778044586
ICD_314.01,Attention deficit disorder of childhood with hyperactivity,6.599912521869532e-4,0.687843489726525,0.6618424488624974,0.7687059632681659,0.5992410703613049
ICD_470,Deviated nasal septum,6.599912521869532e-4,0.8831977696821687,0.8446919336715835,0.7782692233425711,0.7471782102655674
ICD_796.2,Elevated blood pressure reading without diagnosis of hypertension,6.599912521869532e-4,0.7291780484351179,0.703990711299995,0.7596698750779268,0.5736533683720777
ICD_J34.2,Deviated nasal septum-J34.2,6.599912521869532e-4,0.8817205335255683,0.8432826019393909,0.7782692233425711,0.7471782102655674
ICD_719.49,"Pain in joint, multiple sites",6.599912521869532e-4,0.865931876736689,0.7847426803903792,0.8120726158972671,0.6941114221034648
ICD_H66.90,"Otitis media, unspecified, unspecified ear",6.599912521869532e-4,0.8687235991091969,0.8525583830931316,0.7870444886617541,0.6568498507665799
ICD_844.2,Sprain and strain of cruciate ligament of knee,6.560859785053737e-4,0.9220182362031004,0.9093609085238498,0.9111474508989515,0.8304096288373104
ICD_V17.81,"Family history of, Osteoporosis",6.521807048237941e-4,0.7268406236264523,0.6767125778165334,0.7954034233878157,0.6822019580718359
ICD_216.5,"Benign neoplasm of skin of trunk, except scrotum",6.521807048237941e-4,0.8540496418029654,0.8352442323559722,0.7668671185580266,0.583992924636267
ICD_Z82.62,Family history of osteoporosis,6.521807048237941e-4,0.7210634612972654,0.6770177961531548,0.7954034233878157,0.6822019580718359
ICD_041.9,"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site",6.482754311422144e-4,0.8792485277690179,0.8582627754450733,0.7357799092955618,0.5936128448015855
ICD_L81.4,Other melanin hyperpigmentation,6.482754311422144e-4,0.8361711984829799,0.819991483805624,0.749393475393575,0.6321150548783225
ICD_R09.82,Postnasal drip-R09.82,6.482754311422144e-4,0.7701999770804765,0.6837780150920448,0.6838400221021798,0.5609300279375244
ICD_709.2,Scar condition and fibrosis of skin,6.482754311422144e-4,0.841913989261723,0.8224330157149399,0.8124959332911917,0.6328929721339459
ICD_V13.02,"Personal history of, urinary (tract) infection",6.482754311422144e-4,0.6878919471585393,0.6830560030177686,0.5909280307185647,0.5233797502336915
ICD_388.30,Unspecified tinnitus,6.482754311422144e-4,0.7501712702359665,0.7505727950528481,0.7052897111584463,0.6432808648250004
ICD_Z87.442,Personal history of urinary calculi-Z87.442,6.443701574606348e-4,0.6076385636331963,0.5905209018959778,0.6268229588930164,0.5289587423551181
ICD_V13.01,Personal history of urinary calculi,6.443701574606348e-4,0.5968405297626614,0.5869754469225084,0.6268229588930164,0.5289587423551181
ICD_L90.5,Scar conditions and fibrosis of skin,6.443701574606348e-4,0.8462970757590738,0.830401267437864,0.8062967556038927,0.6538182836857395
ICD_V22.1,Supervision of other normal pregnancy,6.443701574606348e-4,0.9328366502351728,0.9150297885563355,0.9018719285112313,0.8294610470016055
ICD_493.92,"Asthma, unspecified, with (acute) exacerbation",6.443701574606348e-4,0.9160245577856561,0.9086149616049191,0.8765086606684652,0.77346578341502
ICD_840.8,Sprain and strain of other specified sites of shoulder and upper arm,6.404648837790552e-4,0.8781471992680068,0.8583600015249859,0.8524805135390159,0.744809243321038
ICD_E906.4,Bite of nonvenomous arthropod,6.404648837790552e-4,0.8255124810568153,0.7915605943632708,0.7162438357208895,0.551549004470115
ICD_E06.3,Autoimmune thyroiditis,6.404648837790552e-4,0.7440608564702293,0.7130405360325585,0.7989345781031082,0.6814505856899131
ICD_G43.109,"Migraine with aura, not intractable, w/out status migrainosus",6.404648837790552e-4,0.785505942679591,0.7333021759643154,0.7622687597098714,0.6125889876952697
ICD_M79.89,Other specified soft tissue disorders-M79.89,6.404648837790552e-4,0.667325384344113,0.63529527540293,0.6269502378024953,0.5294438376271219
ICD_L73.9,"Follicular disorder, unspecified",6.365596100974757e-4,0.8564766790488203,0.8284770122556444,0.7785927863772545,0.5967590203643125
ICD_N63.0,Unspecified lump in unspecified breast,6.365596100974757e-4,0.77937049453573215,0.7181112491424404,0.7187449044422684,0.5960786722661171
ICD_245.2,Chronic lymphocytic thyroiditis,6.365596100974757e-4,0.740671514686167,0.7103996842541286,0.8018602490930694,0.6891499241992599
ICD_K57.30,Diverticulosis of large intestine w/out perforation or abscess w/out bleeding,6.365596100974757e-4,0.8940432322510656,0.8594329746276728,0.7956651755597751,0.6814983289144034
ICD_E04.1,Nontoxic single thyroid nodule,6.32654336415896e-4,0.7730406730740191,0.6793101641629593,0.7446519216316508,0.609935323427728
ICD_714.0,Rheumatoid arthritis,6.32654336415896e-4,0.8007957328572252,0.6921174106870194,0.6913478838494405,0.6139620481644642
ICD_790.5,Other nonspecific abnormal serum enzyme levels,6.287490627343164e-4,0.7003876357183326,0.6737677863766813,0.6784830576898435,0.564309909039964
ICD_625.9,Unspecified symptom associated with female genital organs,6.287490627343164e-4,0.8308322025080392,0.7893587796040799,0.7005422944097864,0.579042160100161
ICD_241.0,Nontoxic uninodular goiter,6.248437890527368e-4,0.7838159036201077,0.6820644753501313,0.7443933564930599,0.6160772985181943
ICD_719.43,"Pain in joint, forearm",6.248437890527368e-4,0.831830217581593,0.7738330487213955,0.7753713697323996,0.6509726694385395
ICD_626.0,Absence of menstruation,6.248437890527368e-4,0.846451579498562,0.8272549960141303,0.7696394448699512,0.6067818791421783
ICD_627.2,Symptomatic menopausal or female climacteric states,6.209385153711572e-4,0.8325093100591623,0.755360327620298,0.7729329617125038,0.5929237298070384
ICD_R79.89,Other specified abnormal findings of blood chemistry-R79.89,6.209385153711572e-4,0.6409674353082773,0.6154365665517807,0.6186247782388846,0.5227040788414496
ICD_Z79.899,Other long term (current) drug therapy-Z79.899,6.209385153711572e-4,0.7956932526005642,0.7358392339374614,0.7209943104108539,0.6073402538432081
ICD_M75.80,"Other shoulder lesions, unspecified shoulder",6.209385153711572e-4,0.914334247731589,0.8964024680937532,0.8578636003063624,0.76253846138816594
ICD_F03.90,Unspecified dementia w/out behavioral disturbance,6.170332416895777e-4,0.8496519242083252,0.8164533515916198,0.7977873204431176,0.595519755226578
ICD_I27.20,"Pulmonary hypertension, unspecified",6.170332416895777e-4,0.878217090591116,0.8798754131140123,0.79419849278122,0.5971486662379096
ICD_J35.2,Hypertrophy of adenoids,6.170332416895777e-4,0.9745052747315148,0.9677096129146313,0.9416172295068393,0.8381678517833931
ICD_Z87.440,Personal history of urinary (tract) infections,6.170332416895777e-4,0.6737238960468772,0.6644011097033552,0.5559443850377418,0.5365524940081341
ICD_474.12,Hypertrophy of adenoids alone,6.170332416895777e-4,0.9736804366555877,0.9682119927936356,0.9416172295068393,0.8381678517833931
ICD_E83.52,Hypercalcemia-E83.52,6.13127968007998e-4,0.8337588488584604,0.8169632856586316,0.7593420242203339,0.6877690123210813
ICD_275.42,Hypercalcemia,6.13127968007998e-4,0.8262470413121171,0.7982868546706757,0.7593420242203339,0.6877690123210813
ICD_V58.69,Encounter for long-term (current) use of other medications,6.13127968007998e-4,0.7869346143580476,0.7227442397712944,0.7220489938729959,0.5924124037455708
ICD_R29.898,Other symptoms and signs involving the musculoskeletal system-R29.898,6.092226943264184e-4,0.7634597950465372,0.7119161112787729,0.6602616004229084,0.5785822068267322
ICD_V76.2,Screening for malignant neoplasm of the cervix,6.092226943264184e-4,0.7577184188388215,0.7382432007816911,0.6870868256741305,0.5525437226439148
ICD_R89.6,"Abnormal cytological findings in specimens from other organs, systems and tissues",6.053174206448388e-4,0.963751559292179,0.9494164013991298,0.927546393012768,0.7959155211818257
ICD_S43.439A,"Superior glenoid labrum lesion of unspecified shoulder, initial encounter",6.053174206448388e-4,0.9049217022410724,0.874417799126095,0.8862932280879996,0.7898728920123159
ICD_M06.9,"Rheumatoid arthritis, unspecified",6.053174206448388e-4,0.7621551046090923,0.6928627953136569,0.7252545315911343,0.6194727513378602
ICD_V17.89,"Family history of, Other musculoskeletal diseases",6.014121469632592e-4,0.635085924586921,0.6204439771084295,0.7610899529917935,0.6344121792005815
ICD_L82.0,Inflamed seborrheic keratosis-L82.0,5.975068732816795e-4,0.8619856846083048,0.8487961872445602,0.795885141929876,0.6649056920134477
ICD_702.11,Inflamed seborrheic keratosis,5.975068732816795e-4,0.8596730186878363,0.8459735144345479,0.795885141929876,0.6649056920134477
ICD_N92.6,"Irregular menstruation, unspecified",5.975068732816795e-4,0.8313533710654596,0.8070033306903793,0.7265920448303455,0.599580334636135
ICD_S93.409A,"Sprain of unspecified ligament of unspecified ankle, initial encounter",5.975068732816795e-4,0.8302980874513276,0.8355493548309829,0.8030991477183919,0.6272523367407546
ICD_287.5,Unspecified thrombocytopenia,5.975068732816795e-4,0.7318431396669228,0.6977391376012777,0.6231167938004663,0.573036337978193
ICD_D69.6,"Thrombocytopenia, unspecified",5.975068732816795e-4,0.7205367673059692,0.6867434950244666,0.6231167938004663,0.573036337978193
ICD_784.91,Postnasal drip,5.936015996001e-4,0.7763653953414907,0.688993410152503,0.6932883384255443,0.5373386678150877
ICD_959.7,"Injury, other and unspecified, knee, leg, ankle, and foot",5.936015996001e-4,0.8070884872431477,0.798621462805471,0.7997506441358955,0.6127133648737807
ICD_Z63.4,Disappearance and death of family member,5.936015996001e-4,0.6097533527149958,0.5991479801444904,0.5852766000154659,0.5305905525090039
ICD_Z47.89,Encounter for other orthopedic aftercare-Z47.89,5.896963259185204e-4,0.9401577750420269,0.9186804736624105,0.9133195752849538,0.8670319346589705
ICD_V15.05,Personal history of allergy to other foods,5.896963259185204e-4,0.8407110756368402,0.848059257571314,0.7762055139411554,0.6228397759444682
ICD_H90.5,Unspecified sensorineural hearing loss-H90.5,5.857910522369408e-4,0.8825417809628756,0.8484604880285305,0.7916078682682464,0.7107728481703489
ICD_724.3,Sciatica,5.857910522369408e-4,0.6581123241922416,0.5946348643163979,0.6218011988402353,0.5209940422694083
ICD_I87.2,Venous insufficiency (chronic) (peripheral),5.857910522369408e-4,0.7892705309856697,0.7356912504461134,0.6874898077739657,0.548306540478442
ICD_V05.9,Need for prophylactic vaccination and inoculation against unspecified single disease,5.857910522369408e-4,0.7863638774484137,0.7695078294531236,0.7929511216007461,0.6472989311513503
ICD_R06.89,Other abnormalities of breathing-R06.89,5.818857785553611e-4,0.7335909386934254,0.6978828782360879,0.6729333166611962,0.5980802555005028
ICD_294.20,"Dementia, unspecified, without behavioral disturbance",5.818857785553611e-4,0.8366910496673388,0.796373195371398,0.7889268457879408,0.6109150398307778
ICD_726.5,Enthesopathy of hip region,5.818857785553611e-4,0.8210858979769403,0.7483463844907444,0.724402861355549,0.5660707002818633
ICD_593.9,Unspecified disorder of kidney and ureter,5.818857785553611e-4,0.7887559355413495,0.7767452028530195,0.6866562986813382,0.584161219566837
ICD_R62.51,Failure to thrive (child),5.779805048737815e-4,0.8998323774312771,0.8947844372921351,0.8742259706837928,0.6387088267560768
ICD_780.50,Unspecified sleep disturbance,5.779805048737815e-4,0.7452571853179865,0.7056345029597972,0.6722542088345711,0.5361797557729036
ICD_G47.9,"Sleep disorder, unspecified",5.779805048737815e-4,0.7465003085894316,0.7022937636209179,0.6722542088345711,0.5361797557729036
ICD_726.2,"Other affections of shoulder region, not elsewhere classified",5.74075231192202e-4,0.8603230701219119,0.8298927042297967,0.7644812010096984,0.6284538670853819
ICD_Q21.1,Atrial septal defect,5.74075231192202e-4,0.8143975065492896,0.8101320566575062,0.7914549698457044,0.6542025919197514
ICD_V61.07,Family disruption due to death of family member,5.701699575106224e-4,0.6307142474039469,0.6173453247599536,0.6186788640667971,0.5195783174126729
ICD_729.81,Swelling of limb,5.701699575106224e-4,0.6936375810445277,0.663039145565355,0.5943486928122418,0.5349890006505722
ICD_K90.0,Celiac disease-K90.0,5.701699575106224e-4,0.8083986555196886,0.7817620841093471,0.829041579778283,0.6748985200417899
ICD_Z95.810,Presence of automatic (implantable) cardiac defibrillator,5.701699575106224e-4,0.9563569645114279,0.9309219230860227,0.8594037666388645,0.8711752705034906
ICD_V45.02,Automatic implantable cardiac defibrillator in situ,5.701699575106224e-4,0.9563199770645713,0.9291902254221627,0.8594037666388645,0.8711752705034906
ICD_R91.1,Solitary pulmonary nodule-R91.1,5.662646838290428e-4,0.7524634624690079,0.7149846484560672,0.7112431967181525,0.616138144625675
ICD_L72.3,Sebaceous cyst-L72.3,5.662646838290428e-4,0.8075405627614793,0.7505936465590702,0.7675674333160619,0.5969057753493172
ICD_R73.09,Other abnormal glucose-R73.09,5.662646838290428e-4,0.8149140463415365,0.7961334556603733,0.7310323324497809,0.5952450787275133
ICD_553.3,Diaphragmatic hernia without mention of obstruction or gangrene,5.662646838290428e-4,0.8056950909316696,0.7452448110925075,0.7419336522115215,0.6148314220625453
ICD_S83.519A,"Sprain of anterior cruciate ligament of unspecified knee, initial encounter",5.662646838290428e-4,0.9092168678568218,0.9010411965211731,0.9095693752756641,0.8291612640080162
ICD_088.81,Lyme disease,5.623594101474631e-4,0.7786993331249349,0.7572566948004585,0.7528177533777917,0.5817081726928554
